Geneid	0_R1	0_R2	10_R1	10_R2	35_R1	35_R2	Entity	Symbol	mean_counts
gene-PA2351	4	0	0	0	0	0	host	gene-PA2351	0.6666666666666666
gene-PA0088	31	8	0	0	0	0	host	gene-PA0088	6.5
gene-PA2148	5	1	0	1	0	0	host	gene-PA2148	1.1666666666666667
gene-PA0869	8	14	2	0	0	2	host	pbpG	4.333333333333333
gene-PA0152	11	7	0	0	0	0	host	pcaQ	3.0
gene-PA3039	7	11	3	3	0	0	host	gene-PA3039	4.0
gene-PA1682	10	7	0	0	0	0	host	gene-PA1682	2.8333333333333335
gene-PHIKZ074	9	5	60920	60770	65055	65018	phage	gene-PHIKZ074	41962.833333333336
gene-PA3540	6	9	1	1	5	1	host	algD	3.8333333333333335
gene-PA5040	36	70	22	18	15	13	host	pilQ	29.0
gene-PA5537	6	1	0	0	0	0	host	gene-PA5537	1.1666666666666667
gene-PA0342	26	19	3	3	5	5	host	thyA	10.166666666666666
gene-PA5457	14	5	1	1	0	1	host	gene-PA5457	3.6666666666666665
gene-PA1430	13	58	15	14	9	7	host	lasR	19.333333333333332
gene-PA3604	8	17	1	2	3	2	host	erdR	5.5
gene-PA4541	36	10	1	0	1	2	host	gene-PA4541	8.333333333333334
gene-PA1192	6	18	7	6	5	5	host	gene-PA1192	7.833333333333333
gene-PA3230	6	0	1	0	0	1	host	gene-PA3230	1.3333333333333333
gene-PA1208	10	6	0	0	2	0	host	gene-PA1208	3.0
gene-PA1163	16	26	4	2	2	8	host	ndvB	9.666666666666666
gene-PA2989	5	10	0	0	0	0	host	gene-PA2989	2.5
gene-PA1854	162	4	1	4	1	4	host	gene-PA1854	29.333333333333332
gene-PHIKZ140	0	0	234	244	21752	21961	phage	gene-PHIKZ140	7365.166666666667
gene-PA0452	12	7	0	0	0	2	host	gene-PA0452	3.5
gene-PA4027a	15	4	0	0	0	1	host	gene-PA4027a	3.3333333333333335
gene-PA2840	9	83	0	0	6	3	host	gene-PA2840	16.833333333333332
gene-PA0934	32	50	4	6	3	7	host	relA	17.0
gene-PA4812	41	36	10	9	9	6	host	fdnG	18.5
gene-PA3587	7	4	2	0	1	2	host	metR	2.6666666666666665
gene-PA2087	1	2	3	4	5	6	host	gene-PA2087	3.5
gene-PA1333	0	6	1	1	0	0	host	gene-PA1333	1.3333333333333333
gene-PA0587	11	8	3	3	4	8	host	gene-PA0587	6.166666666666667
gene-PA2408	5	1	0	0	0	0	host	gene-PA2408	1.0
gene-PA1611	15	19	0	1	2	2	host	gene-PA1611	6.5
gene-PA3284	4	4	0	0	0	0	host	gene-PA3284	1.3333333333333333
gene-PA3437	10	19	0	0	0	0	host	folM	4.833333333333333
gene-PHIKZ_p64	0	0	850	818	591	551	phage	gene-PHIKZ_p64	468.3333333333333
gene-PA2559	4	2	0	0	3	1	host	gene-PA2559	1.6666666666666667
gene-PA5464	19	25	0	0	1	0	host	gene-PA5464	7.5
gene-PA4353	5	6	0	1	1	0	host	gene-PA4353	2.1666666666666665
gene-PA1546	15	14	7	8	9	8	host	hemN	10.166666666666666
gene-PA4015	9	7	0	0	0	0	host	gene-PA4015	2.6666666666666665
gene-PHIKZ162	0	3	2235	2263	181944	180526	phage	gene-PHIKZ162	61161.833333333336
gene-PA0791	3	2	0	0	3	2	host	gene-PA0791	1.6666666666666667
gene-PA2026	2	5	0	0	0	1	host	gene-PA2026	1.3333333333333333
gene-PA0368	13	10	1	0	2	0	host	gene-PA0368	4.333333333333333
gene-PA2560	1	2	0	2	1	0	host	gene-PA2560	1.0
gene-PA4628	11	13	5	7	8	12	host	lysP	9.333333333333334
gene-PA1877	11	8	14	5	26	7	host	gene-PA1877	11.833333333333334
gene-PA0545	14	5	1	2	2	1	host	gene-PA0545	4.166666666666667
gene-PA4509	10	1	0	0	0	0	host	gene-PA4509	1.8333333333333333
gene-PA4444	13	9	5	5	1	6	host	mltB1	6.5
gene-PA3027	6	3	1	0	0	1	host	gene-PA3027	1.8333333333333333
gene-PA2703	0	2	0	0	0	0	host	gene-PA2703	0.3333333333333333
gene-PA5139	14	11	0	0	0	0	host	gene-PA5139	4.166666666666667
gene-PA0250	10	6	1	0	1	1	host	gene-PA0250	3.1666666666666665
gene-PA0171	9	4	0	0	0	0	host	gene-PA0171	2.1666666666666665
gene-PA1095	1	10	4	4	6	2	host	gene-PA1095	4.5
gene-PA1972	12	4	0	1	1	1	host	gene-PA1972	3.1666666666666665
gene-PA1882	2	6	0	1	1	0	host	gene-PA1882	1.6666666666666667
gene-PA5477	6	12	2	1	3	1	host	gene-PA5477	4.166666666666667
gene-PA2565	1	0	0	0	0	0	host	gene-PA2565	0.16666666666666666
gene-PA4005	19	61	0	2	0	1	host	gene-PA4005	13.833333333333334
gene-PA0815	3	3	2	0	0	0	host	gene-PA0815	1.3333333333333333
gene-PA5393	9	6	1	5	4	6	host	gene-PA5393	5.166666666666667
gene-PA4958	27	23	1	1	2	1	host	fimW	9.166666666666666
gene-PA4951	9	11	3	1	2	2	host	orn	4.666666666666667
gene-PA3890	4	3	0	1	0	1	host	gene-PA3890	1.5
gene-PA2111	4	7	0	0	0	0	host	gene-PA2111	1.8333333333333333
gene-PA0457.1	5	1	0	0	0	1	host	gene-PA0457.1	1.1666666666666667
gene-PA3754	7	8	2	3	0	0	host	gene-PA3754	3.3333333333333335
gene-PA4721	11	3	1	1	1	1	host	gene-PA4721	3.0
gene-PA4899	19	6	1	0	1	3	host	gene-PA4899	5.0
gene-PA1019a	3	0	0	0	0	0	host	gene-PA1019a	0.5
gene-PA4330	3	5	2	0	0	0	host	gene-PA4330	1.6666666666666667
gene-PA2409	1	3	0	0	0	0	host	gene-PA2409	0.6666666666666666
gene-PA1077	5	10	14	7	6	8	host	flgB	8.333333333333334
gene-PA4915	19	10	2	2	4	4	host	gene-PA4915	6.833333333333333
gene-PA2906	11	12	3	9	4	9	host	gene-PA2906	8.0
gene-PA3389	3	7	0	0	0	0	host	gene-PA3389	1.6666666666666667
gene-PA0868	6	12	0	0	0	0	host	gene-PA0868	3.0
gene-PA3917	7	2	0	0	0	0	host	moaD	1.5
gene-PA2795	7	16	2	2	0	0	host	gene-PA2795	4.5
gene-PA1297	7	5	0	0	2	0	host	gene-PA1297	2.3333333333333335
gene-PA2437	2	3	3	3	3	3	host	gene-PA2437	2.8333333333333335
gene-PA3747	17	15	4	4	3	6	host	gene-PA3747	8.166666666666666
gene-PA2299	5	6	1	0	0	0	host	gene-PA2299	2.0
gene-PA0644	1	4	12	13	11	12	host	gene-PA0644	8.833333333333334
gene-PA2509	6	4	0	0	0	0	host	catB	1.6666666666666667
gene-PA5303	4	4	6	4	16	14	host	gene-PA5303	8.0
gene-PA1566	5	1	0	0	0	0	host	gene-PA1566	1.0
gene-PA2424	42	22	1	2	5	1	host	pvdL	12.166666666666666
gene-PA3895	5	13	0	0	0	0	host	gene-PA3895	3.0
gene-PA2196	4	3	0	1	2	1	host	gene-PA2196	1.8333333333333333
gene-PA0878	3	6	0	0	1	1	host	gene-PA0878	1.8333333333333333
gene-PA3501	3	1	0	0	0	0	host	gene-PA3501	0.6666666666666666
gene-PA2297	3	0	0	0	0	0	host	gene-PA2297	0.5
gene-PA1712	5	10	10	11	3	4	host	exsB	7.166666666666667
gene-PA4109	7	6	0	1	0	0	host	ampR	2.3333333333333335
gene-PHIKZ163	0	1	468	427	21507	20814	phage	gene-PHIKZ163	7202.833333333333
gene-PA3954	7	8	1	0	4	1	host	gene-PA3954	3.5
gene-PA4053	9	35	0	1	2	2	host	ribE	8.166666666666666
gene-PA3707	4	10	0	0	1	1	host	gene-PA3707	2.6666666666666665
gene-PA4706	7	2	0	1	1	1	host	gene-PA4706	2.0
gene-PA5140	13	12	1	0	0	1	host	hisF1	4.5
gene-PA5361	22	8	38	50	80	88	host	phoR	47.666666666666664
gene-PA0884	9	7	1	2	0	3	host	gene-PA0884	3.6666666666666665
gene-PA3814	21	61	21	15	15	16	host	iscS	24.833333333333332
gene-PA4167	14	8	0	0	1	2	host	gene-PA4167	4.166666666666667
gene-PA3139	13	61	3	3	6	4	host	gene-PA3139	15.0
gene-PA5048	15	18	0	0	1	1	host	gene-PA5048	5.833333333333333
gene-PA2916	4	3	1	0	1	0	host	gene-PA2916	1.5
gene-PA3853	6	6	0	0	1	0	host	gene-PA3853	2.1666666666666665
gene-PA2188	0	5	0	0	2	1	host	gene-PA2188	1.3333333333333333
gene-PA1448	8	5	0	0	0	0	host	fliR	2.1666666666666665
gene-PA3627	7	25	1	1	0	0	host	ygbB	5.666666666666667
gene-PA0120	9	6	0	0	0	0	host	gene-PA0120	2.5
gene-PA1945	11	6	1	0	0	0	host	gene-PA1945	3.0
gene-PA2331	1	3	1	1	1	0	host	gene-PA2331	1.1666666666666667
gene-PA3240	3	2	0	0	0	0	host	gene-PA3240	0.8333333333333334
gene-PA4772	20	12	2	2	2	3	host	gene-PA4772	6.833333333333333
gene-PA3668	0	4	0	1	1	1	host	gene-PA3668	1.1666666666666667
gene-PA1147	3	4	0	1	0	0	host	gene-PA1147	1.3333333333333333
gene-PA0680	1	1	1	0	3	2	host	gene-PA0680	1.3333333333333333
gene-PA0821	8	19	13	17	28	22	host	gene-PA0821	17.833333333333332
gene-PA0127	7	2	0	0	1	1	host	gene-PA0127	1.8333333333333333
gene-PA1734	2	3	0	0	0	0	host	gene-PA1734	0.8333333333333334
gene-PA2296	8	6	0	0	0	0	host	gene-PA2296	2.3333333333333335
gene-PA5248	26	26	1	2	0	1	host	gene-PA5248	9.333333333333334
gene-PA4062	6	3	0	0	0	0	host	gene-PA4062	1.5
gene-PA0286	20	30	4	5	6	5	host	desA	11.666666666666666
gene-PA4424	9	8	5	4	3	2	host	gene-PA4424	5.166666666666667
gene-PA1274	2	12	0	0	0	0	host	gene-PA1274	2.3333333333333335
gene-PHIKZ209	1	0	5762	5824	4849	4964	phage	gene-PHIKZ209	3566.6666666666665
gene-PA1699	1	11	1	0	0	0	host	gene-PA1699	2.1666666666666665
gene-PA3591	7	1	0	0	0	0	host	gene-PA3591	1.3333333333333333
gene-PA5288	14	45	4	3	4	2	host	glnK	12.0
gene-PA2798	22	121	4	5	4	4	host	gene-PA2798	26.666666666666668
gene-PA1162	8	15	2	1	2	1	host	dapE	4.833333333333333
gene-PA0175	14	7	0	0	0	1	host	gene-PA0175	3.6666666666666665
gene-PHIKZ101	1	0	1427	1402	93920	79552	phage	gene-PHIKZ101	29383.666666666668
gene-PA5279	7	13	0	1	0	0	host	gene-PA5279	3.5
gene-PA0387	12	10	0	2	3	4	host	gene-PA0387	5.166666666666667
gene-PA2103	8	5	0	2	1	2	host	gene-PA2103	3.0
gene-PA1838	15	13	3	2	6	6	host	cysI	7.5
gene-PA2717	4	3	0	0	0	1	host	cpo	1.3333333333333333
gene-PA3883	2	6	0	0	0	0	host	gene-PA3883	1.3333333333333333
gene-PA1686	4	6	1	0	1	0	host	alkA	2.0
gene-PA5206	8	3	0	0	0	0	host	argE	1.8333333333333333
gene-PA4836	8	10	0	0	1	0	host	gene-PA4836	3.1666666666666665
gene-PA2301	0	1	0	0	0	0	host	gene-PA2301	0.16666666666666666
gene-PA4217	14	6	0	0	0	0	host	phzS	3.3333333333333335
gene-PA0736a	0	2	0	0	5	4	host	gene-PA0736a	1.8333333333333333
gene-PA4759	14	9	1	2	0	0	host	dapB	4.333333333333333
gene-PA1090	6	4	2	1	1	1	host	gene-PA1090	2.5
gene-PA4466	6	25	1	1	2	2	host	gene-PA4466	6.166666666666667
gene-PA1809	10	3	1	0	0	2	host	gene-PA1809	2.6666666666666665
gene-PA3995	15	4	1	1	0	0	host	gene-PA3995	3.5
gene-PA0322	21	8	0	0	0	1	host	gene-PA0322	5.0
gene-PA0606	11	7	7	4	4	6	host	gene-PA0606	6.5
gene-PA2871	9	9	0	0	0	0	host	gene-PA2871	3.0
gene-PA1282	6	5	1	1	0	0	host	gene-PA1282	2.1666666666666665
gene-PA4303	2	4	0	4	4	6	host	tadZ	3.3333333333333335
gene-PA1864	4	4	0	1	0	0	host	gene-PA1864	1.5
gene-PA1226	1	3	0	0	0	0	host	gene-PA1226	0.6666666666666666
gene-PA0200	1	1	0	0	0	1	host	gene-PA0200	0.5
gene-PA1238	14	5	0	0	0	0	host	gene-PA1238	3.1666666666666665
gene-PA2260	1	3	0	0	0	0	host	gene-PA2260	0.6666666666666666
gene-PA1756	6	5	4	3	0	1	host	cysH	3.1666666666666665
gene-PA4670	37	157	132	102	148	169	host	prs	124.16666666666667
gene-PA1727	9	23	2	2	0	4	host	mucR	6.666666666666667
gene-PA4250	19	157	10	12	10	13	host	rpsN	36.833333333333336
gene-PA1412	2	2	1	0	1	0	host	gene-PA1412	1.0
gene-PA2914	4	7	0	1	0	2	host	gene-PA2914	2.3333333333333335
gene-PHIKZ263	1	0	7014	5553	4408	4048	phage	gene-PHIKZ263	3504.0
gene-PA3386	3	3	0	0	0	0	host	gene-PA3386	1.0
gene-PA5013	18	57	85	67	75	59	host	ilvE	60.166666666666664
gene-PA4807	16	4	1	2	0	2	host	selB	4.166666666666667
gene-PA2416	12	4	0	1	10	20	host	treA	7.833333333333333
gene-PA4261	10	73	116	105	82	73	host	rplW	76.5
gene-PA2412	1	6	0	0	0	0	host	gene-PA2412	1.1666666666666667
gene-PA0269	11	1	0	1	0	0	host	gene-PA0269	2.1666666666666665
gene-PA1489	6	0	0	0	0	0	host	gene-PA1489	1.0
gene-PA4882	12	9	0	0	0	0	host	gene-PA4882	3.5
gene-PA2246	6	2	1	1	0	0	host	bkdR	1.6666666666666667
gene-PA1512	11	4	0	0	0	2	host	hcpA	2.8333333333333335
gene-PA2860	11	24	3	2	4	1	host	gene-PA2860	7.5
gene-PHIKZ_p19	10	1	1117	1116	22492	23205	phage	gene-PHIKZ_p19	7990.166666666667
gene-PA2678	9	2	4	4	4	4	host	gene-PA2678	4.5
gene-PA3427	10	4	1	0	0	0	host	gene-PA3427	2.5
gene-PA1747	1	1	4	5	0	2	host	gene-PA1747	2.1666666666666665
gene-PA2147	9	4	2	2	4	0	host	katE	3.5
gene-PA3459	12	5	2	2	4	3	host	gene-PA3459	4.666666666666667
gene-PA3015	4	5	2	1	5	1	host	gene-PA3015	3.0
gene-PA3385	16	83	17	13	18	17	host	amrZ	27.333333333333332
gene-PA0074	45	8	0	1	2	1	host	ppkA	9.5
gene-PA2399	40	27	1	0	1	4	host	pvdD	12.166666666666666
gene-PA3182	7	4	0	0	1	1	host	pgl	2.1666666666666665
gene-PA1963	0	3	0	0	0	0	host	gene-PA1963	0.5
gene-PA4195	10	4	0	0	2	0	host	gene-PA4195	2.6666666666666665
gene-PA1636	11	8	1	0	1	0	host	kdpD	3.5
gene-PA0213	9	4	0	0	0	0	host	gene-PA0213	2.1666666666666665
gene-PA0064	13	7	1	1	0	0	host	gene-PA0064	3.6666666666666665
gene-PA2899	6	5	0	1	0	0	host	gene-PA2899	2.0
gene-PA2382	4	3	0	0	0	1	host	lldA	1.3333333333333333
gene-PA2990	5	10	0	0	0	1	host	gene-PA2990	2.6666666666666665
gene-PA0293	10	13	0	0	2	1	host	aguB	4.333333333333333
gene-PA2735	21	114	50	50	60	56	host	gene-PA2735	58.5
gene-PA2605	2	2	0	1	0	0	host	gene-PA2605	0.8333333333333334
gene-PA3538	15	13	2	5	5	2	host	gene-PA3538	7.0
gene-PA3305	14	15	1	0	3	4	host	gene-PA3305	6.166666666666667
gene-PA4328	4	5	1	1	2	0	host	gene-PA4328	2.1666666666666665
gene-PA2474	6	4	0	0	0	0	host	gene-PA2474	1.6666666666666667
gene-PHIKZ022	0	0	4442	4342	3654	9226	phage	gene-PHIKZ022	3610.6666666666665
gene-PA0593	12	15	2	1	2	5	host	pdxA	6.166666666666667
gene-PA3232	9	8	0	0	0	0	host	gene-PA3232	2.8333333333333335
gene-PA1273	6	16	0	0	0	1	host	cobB	3.8333333333333335
gene-PA1586	5	36	18	21	13	17	host	sucB	18.333333333333332
gene-PA2290	9	39	0	0	1	0	host	gcd	8.166666666666666
gene-PA4766	8	6	0	0	0	0	host	gene-PA4766	2.3333333333333335
gene-PA3588	8	3	0	0	1	0	host	gene-PA3588	2.0
gene-PA2529	8	9	0	0	1	3	host	gene-PA2529	3.5
gene-PA1930	14	9	1	0	1	3	host	gene-PA1930	4.666666666666667
gene-PHIKZ035	0	0	325	341	26570	26502	phage	gene-PHIKZ035	8956.333333333334
gene-PA0431	10	13	1	0	0	0	host	gene-PA0431	4.0
gene-PA1280	8	0	0	0	0	0	host	gene-PA1280	1.3333333333333333
gene-PA2766	0	6	0	0	0	0	host	gene-PA2766	1.0
gene-PA1281	5	6	0	0	0	0	host	cobV	1.8333333333333333
gene-PA0665	15	66	61	62	103	93	host	gene-PA0665	66.66666666666667
gene-PA1036	2	4	0	0	0	0	host	gene-PA1036	1.0
gene-PA3798	14	20	1	1	1	0	host	gene-PA3798	6.166666666666667
gene-PA1027	10	3	2	2	0	0	host	gene-PA1027	2.8333333333333335
gene-PA2131	4	2	0	0	0	0	host	cupA4	1.0
gene-PA1875	6	5	1	1	1	1	host	gene-PA1875	2.5
gene-PA0036	16	15	0	0	2	4	host	trpB	6.166666666666667
gene-PA4611	7	15	3	1	0	2	host	gene-PA4611	4.666666666666667
gene-PHIKZ132	0	1	826	790	89136	86396	phage	gene-PHIKZ132	29524.833333333332
gene-PA5231	37	13	1	1	0	0	host	gene-PA5231	8.666666666666666
gene-PA4815	11	3	0	0	0	0	host	gene-PA4815	2.3333333333333335
gene-PA2467	2	4	0	0	0	0	host	foxR	1.0
gene-PA1283	2	3	0	0	0	0	host	gene-PA1283	0.8333333333333334
gene-PA4722	11	11	0	0	1	2	host	gene-PA4722	4.166666666666667
gene-PA5052	13	12	0	0	1	0	host	gene-PA5052	4.333333333333333
gene-PA3656	76	420	69	65	69	58	host	rpsB	126.16666666666667
gene-PA0892	5	35	0	0	0	1	host	aotP	6.833333333333333
gene-PA0492	5	1	0	0	0	0	host	gene-PA0492	1.0
gene-PA1409	5	1	0	0	1	0	host	aphA	1.1666666666666667
gene-PA2405	2	0	0	0	0	0	host	gene-PA2405	0.3333333333333333
gene-PA5055	4	3	1	1	1	2	host	gene-PA5055	2.0
gene-PA4750	12	14	7	5	1	1	host	folP	6.666666666666667
gene-PA4789	5	1	0	0	2	2	host	gene-PA4789	1.6666666666666667
gene-PA3488	23	7	168	165	121	110	host	gene-PA3488	99.0
gene-PA2791	1	0	1	0	1	1	host	gene-PA2791	0.6666666666666666
gene-PA4457	23	42	15	14	20	15	host	gene-PA4457	21.5
gene-PA0248	8	8	0	0	2	0	host	gene-PA0248	3.0
gene-PA1382	15	15	14	10	15	12	host	gene-PA1382	13.5
gene-PA5405	0	2	0	0	0	0	host	gene-PA5405	0.3333333333333333
gene-PA5485	16	11	3	1	1	1	host	ampDh2	5.5
gene-PA1307	9	15	5	5	1	1	host	gene-PA1307	6.0
gene-PA5064	5	8	0	0	1	0	host	gene-PA5064	2.3333333333333335
gene-PA1097	30	82	6	2	9	7	host	fleQ	22.666666666666668
gene-PA3203	3	4	0	0	0	0	host	gene-PA3203	1.1666666666666667
gene-PA4635	2	4	3	2	5	5	host	gene-PA4635	3.5
gene-PA2009	10	8	1	1	1	0	host	hmgA	3.5
gene-PA1999	3	4	0	0	0	0	host	dhcA	1.1666666666666667
gene-PA2363	0	9	1	0	3	0	host	gene-PA2363	2.1666666666666665
gene-PA2597	7	1	0	0	2	0	host	gene-PA2597	1.6666666666666667
gene-PA3370	2	1	0	0	0	0	host	gene-PA3370	0.5
gene-PA2758	4	0	1	1	0	0	host	gene-PA2758	1.0
gene-PA4459	19	23	79	73	68	65	host	gene-PA4459	54.5
gene-PA5083	4	0	0	0	0	0	host	gene-PA5083	0.6666666666666666
gene-PA1948	4	3	0	1	0	1	host	rbsC	1.5
gene-PA1259	5	1	0	0	2	1	host	gene-PA1259	1.5
gene-PA2670	9	2	0	0	1	1	host	gene-PA2670	2.1666666666666665
gene-PA3013	9	16	0	0	1	2	host	foaB	4.666666666666667
gene-PA4582	9	7	2	5	8	5	host	gene-PA4582	6.0
gene-PA1290	5	3	0	0	0	0	host	gene-PA1290	1.3333333333333333
gene-PA0576	57	272	38	40	43	48	host	rpoD	83.0
gene-PA4372	6	9	1	0	0	0	host	gene-PA4372	2.6666666666666665
gene-PA5390	5	3	0	1	0	0	host	gene-PA5390	1.5
gene-PA3952	8	14	0	0	0	1	host	gene-PA3952	3.8333333333333335
gene-PA4094	8	9	0	0	0	0	host	gene-PA4094	2.8333333333333335
gene-PA2213	1	1	0	0	0	0	host	gene-PA2213	0.3333333333333333
gene-PA0842	13	6	1	4	4	6	host	gene-PA0842	5.666666666666667
gene-PA0726	14	4	0	0	15	14	host	gene-PA0726	7.833333333333333
gene-PA3273	4	2	0	0	1	0	host	gene-PA3273	1.1666666666666667
gene-PA4069	13	8	1	0	3	3	host	gene-PA4069	4.666666666666667
gene-PHIKZ207	1	0	10093	9768	9543	9348	phage	gene-PHIKZ207	6458.833333333333
gene-PA4060	7	3	0	0	0	0	host	gene-PA4060	1.6666666666666667
gene-PA4701	13	16	101	117	155	158	host	gene-PA4701	93.33333333333333
gene-PA1464	7	6	5	7	1	1	host	gene-PA1464	4.5
gene-PA5418	35	7	9	9	9	13	host	soxA	13.666666666666666
gene-PA0560	6	6	1	3	0	0	host	gene-PA0560	2.6666666666666665
gene-PA5325	21	9	4	7	7	10	host	gene-PA5325	9.666666666666666
gene-PA0101	21	10	1	2	2	2	host	gene-PA0101	6.333333333333333
gene-PA4793	8	4	6	3	8	5	host	gene-PA4793	5.666666666666667
gene-PA5173	8	11	0	0	0	1	host	arcC	3.3333333333333335
gene-PA2937	9	1	0	0	0	0	host	gene-PA2937	1.6666666666666667
gene-PA4910	7	6	0	0	0	0	host	gene-PA4910	2.1666666666666665
gene-PA3873	3	2	0	0	0	0	host	narJ	0.8333333333333334
gene-PA1982	12	6	0	0	4	2	host	exaA	4.0
gene-PA5147	20	9	0	0	0	2	host	mutY	5.166666666666667
gene-PA2534	5	6	0	0	0	0	host	gene-PA2534	1.8333333333333333
gene-PA3749	14	10	0	0	0	0	host	gene-PA3749	4.0
gene-PHIKZ298	0	0	3085	2974	169991	169963	phage	gene-PHIKZ298	57668.833333333336
gene-PA5242	38	66	19	15	24	21	host	ppk	30.5
gene-PA2084	6	3	0	0	0	0	host	gene-PA2084	1.5
gene-PA2577	1	3	0	1	0	2	host	gene-PA2577	1.1666666666666667
gene-PA2466	15	7	0	0	0	0	host	foxA	3.6666666666666665
gene-PA3340	26	11	0	7	0	9	host	gene-PA3340	8.833333333333334
gene-PA1594	2	4	0	0	0	0	host	gene-PA1594	1.0
gene-PHIKZ126	1	1	219	208	13560	13625	phage	gene-PHIKZ126	4602.333333333333
gene-PA1632	1	0	11	1	13	2	host	kdpF	4.666666666666667
gene-PA0284	8	4	7	5	6	2	host	gene-PA0284	5.333333333333333
gene-PA3010	7	13	1	1	0	0	host	gene-PA3010	3.6666666666666665
gene-PA2848	15	9	1	0	2	1	host	gene-PA2848	4.666666666666667
gene-PA1188	8	4	0	1	3	2	host	gene-PA1188	3.0
gene-PA4455	20	24	6	7	3	3	host	gene-PA4455	10.5
gene-PA3550	9	5	3	12	1	24	host	algF	9.0
gene-PA4716	2	4	1	6	1	5	host	gene-PA4716	3.1666666666666665
gene-PHIKZ284	3	3	15253	16674	9191	9289	phage	gene-PHIKZ284	8402.166666666666
gene-PA1285	3	16	0	0	0	0	host	gene-PA1285	3.1666666666666665
gene-PA4976	17	5	0	0	0	0	host	aruH	3.6666666666666665
gene-PA4757	7	18	6	6	9	6	host	gene-PA4757	8.666666666666666
gene-PA5116	3	1	0	0	0	0	host	gene-PA5116	0.6666666666666666
gene-PHIKZ025	0	0	391	383	34622	32479	phage	gene-PHIKZ025	11312.5
gene-PA4950	15	17	0	2	0	0	host	gene-PA4950	5.666666666666667
gene-PA2745	6	7	0	1	0	1	host	gene-PA2745	2.5
gene-PA3108	13	48	12	11	6	5	host	purF	15.833333333333334
gene-PA5535	9	5	0	0	0	0	host	gene-PA5535	2.3333333333333335
gene-PA2787	6	1	0	0	0	0	host	cpg2	1.1666666666666667
gene-PA3430	9	5	0	0	0	0	host	gene-PA3430	2.3333333333333335
gene-PHIKZ253	0	0	1367	1407	1631	1598	phage	gene-PHIKZ253	1000.5
gene-PA0589	2	5	0	0	3	3	host	gene-PA0589	2.1666666666666665
gene-PA4792	12	4	3	2	1	0	host	gene-PA4792	3.6666666666666665
gene-PA3020	13	7	2	3	6	7	host	gene-PA3020	6.333333333333333
gene-PA0521	3	0	0	0	0	0	host	gene-PA0521	0.5
gene-PA0012	3	9	1	1	3	1	host	gene-PA0012	3.0
gene-PA2142a	1	1	0	0	0	0	host	gene-PA2142a	0.3333333333333333
gene-PA2256	11	2	0	0	0	0	host	pvcC	2.1666666666666665
gene-PA5061	11	15	10	6	26	21	host	gene-PA5061	14.833333333333334
gene-PA2106	4	6	0	1	5	2	host	gene-PA2106	3.0
gene-PA1099	8	9	2	5	7	16	host	fleR	7.833333333333333
gene-PA2117	7	4	3	4	2	2	host	gene-PA2117	3.6666666666666665
gene-PA2347	6	4	0	0	0	0	host	gene-PA2347	1.6666666666666667
gene-PA0022	1	11	0	0	0	0	host	gene-PA0022	2.0
gene-PA3451	2	2	0	0	1	0	host	gene-PA3451	0.8333333333333334
gene-PA3441	0	3	0	1	1	0	host	gene-PA3441	0.8333333333333334
gene-PA3187	3	7	0	0	0	1	host	gene-PA3187	1.8333333333333333
gene-PA5561	16	73	20	19	24	21	host	atpI	28.833333333333332
gene-PA0469	6	6	0	0	1	0	host	gene-PA0469	2.1666666666666665
gene-PA1229	16	3	0	1	1	0	host	gene-PA1229	3.5
gene-PA5245	6	4	1	1	2	3	host	gene-PA5245	2.8333333333333335
gene-PA4753	17	75	22	27	16	17	host	gene-PA4753	29.0
gene-PA1052a	4	1	0	0	0	0	host	gene-PA1052a	0.8333333333333334
gene-PA1769	9	36	4	4	11	11	host	gene-PA1769	12.5
gene-PA1700	2	6	0	0	0	0	host	gene-PA1700	1.3333333333333333
gene-PA2138	10	4	0	1	1	3	host	gene-PA2138	3.1666666666666665
gene-PA1839	7	12	0	0	0	2	host	gene-PA1839	3.5
gene-PA4501	14	4	36	39	16	13	host	opdP	20.333333333333332
gene-PA1815	2	10	2	0	1	0	host	rnhA	2.5
gene-PA4914	13	2	0	0	0	0	host	gene-PA4914	2.5
gene-PHIKZ296	1	2	1344	1363	19889	19840	phage	gene-PHIKZ296	7073.166666666667
gene-PA1350	2	4	0	1	0	0	host	gene-PA1350	1.1666666666666667
gene-PA4928	34	37	4	2	1	1	host	gene-PA4928	13.166666666666666
gene-PA3528	8	17	1	0	2	1	host	rnt	4.833333333333333
gene-PA5058	23	7	5	28	14	50	host	phaC2	21.166666666666668
gene-PA3610	13	7	1	1	0	0	host	potD	3.6666666666666665
gene-PA1235	2	1	1	1	1	3	host	gene-PA1235	1.5
gene-PA3258	13	10	0	0	1	0	host	gene-PA3258	4.0
gene-PA2110	4	0	0	1	0	0	host	gene-PA2110	0.8333333333333334
gene-PA5309	17	7	3	3	1	5	host	gene-PA5309	6.0
gene-PA2460	4	10	7	4	2	3	host	gene-PA2460	5.0
gene-PA5377	6	3	3	1	1	2	host	gene-PA5377	2.6666666666666665
gene-PA4649	4	1	4	3	2	8	host	gene-PA4649	3.6666666666666665
gene-PA0194	12	7	0	0	0	0	host	gene-PA0194	3.1666666666666665
gene-PA1242	17	6	0	2	1	1	host	gene-PA1242	4.5
gene-PA2901	10	19	0	0	0	0	host	gene-PA2901	4.833333333333333
gene-PA0356	11	14	1	0	1	0	host	gene-PA0356	4.5
